"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9999,0.971733015348866,65412,0.97516442367701,62491,0.213301700645522,137103,0.204025380208615,137103
"1.1","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9997,0.969879869372522,68592,0.973685419761974,65287,0.229063410091178,137103,0.218350003756231,137103
"1.2","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9995,0.968620107531458,70491,0.972554234148091,66932,0.238957423278335,137103,0.227229209825871,137103
"1.3","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.999,0.967089294189437,73745,0.971122443132986,69812,0.255818436806818,137103,0.242644753204697,137103
"1.4","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.997,0.962720570984034,80983,0.967270763638279,75926,0.293514479834254,137103,0.276051487014048,137103
"1.5","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.995,0.959862157584253,85605,0.964796148638484,79764,0.318903748928256,137103,0.298383642279837,137103
"1.6","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.99,0.955320035470464,93599,0.960494627639867,86368,0.364791723977519,137103,0.338649494860519,137103
"1.7","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.97,0.941545671751516,108820,0.947942707266096,97604,0.466841268975796,137103,0.423482634461606,137103
"1.8","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.95,0.93044757121233,116272,0.93805700167652,101997,0.523006042515462,137103,0.465687816807048,137103
"11","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.971733015348866,65412,0.97516442367701,62491,0.206303511277404,138392,0.197340610669395,138392
"1.11","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9997,0.969879869372522,68592,0.973685419761974,65287,0.221577499411357,138392,0.211221821976367,138392
"1.21","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.968620107531458,70491,0.972554234148091,66932,0.231156583698475,138392,0.219823590497261,138392
"1.31","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.967089294189437,73745,0.971122443132986,69812,0.247497852338182,138392,0.234765685016411,138392
"1.41","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.997,0.962720570984034,80983,0.967270763638279,75926,0.284021522720852,138392,0.267152490081317,138392
"1.51","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.959862157584253,85605,0.964796148638484,79764,0.308612917344495,138392,0.288793480989722,138392
"1.61","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.955320035470464,93599,0.960494627639867,86368,0.353020231623759,138392,0.327773802230081,138392
"1.71","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.97,0.941545671751516,108820,0.947942707266096,97604,0.451757208299933,138392,0.409861997904061,138392
"1.81","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.93044757121233,116272,0.93805700167652,101997,0.506111331883209,138392,0.450725921412266,138392
"12","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.972023481929921,65412,0.975417832866853,62525,0.202919666450937,139075,0.194246733605304,139075
"1.12","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9997,0.970156869605785,68592,0.973928751856218,65321,0.217899194445691,139075,0.207865434397893,139075
"1.22","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.968932204111163,70491,0.972824058174434,66971,0.227308602561202,139075,0.216330146415805,139075
"1.32","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.967441860465116,73745,0.971427753442698,69858,0.243364327312539,139075,0.231027371389392,139075
"1.42","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.997,0.963152760455898,80983,0.967639627309575,75988,0.279250292852545,139075,0.262918475541763,139075
"1.52","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.960352783131826,85605,0.965242115283449,79838,0.303403538586361,139075,0.28422755459471,139075
"1.62","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.9559503840853,93599,0.96106254047553,86472,0.347044837630077,139075,0.322640804131896,139075
"1.72","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.97,0.942602462782577,108820,0.948834355828221,97800,0.444257998984062,139075,0.403885649213353,139075
"1.82","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.931832255401128,116272,0.939251422648963,102274,0.497720212383388,139075,0.444438368880723,139075
"13","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9999,0.971733015348866,65412,0.97516442367701,62491,0.202129167635805,139617,0.193349607192075,139617
"1.13","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9997,0.969879869372522,68592,0.973685419761974,65287,0.217105314946222,139617,0.206963480957857,139617
"1.23","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9995,0.968620107531458,70491,0.972554234148091,66932,0.226494167754323,139617,0.21539530223861,139617
"1.33","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.999,0.967089294189437,73745,0.971122443132986,69812,0.242510642139995,139617,0.230041430128615,139617
"1.43","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.997,0.962720570984034,80983,0.967270763638279,75926,0.278306829114183,139617,0.261785751505666,139617
"1.53","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.995,0.959862157584253,85605,0.964796148638484,79764,0.302404348872642,139617,0.282995817786192,139617
"1.63","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.99,0.955320035470464,93599,0.960494627639867,86368,0.345922899611037,139617,0.321198090828722,139617
"1.73","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.97,0.941545671751516,108820,0.947942707266096,97604,0.442695094973431,139617,0.401661622748584,139617
"1.83","Multinomial",600,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.95,0.93044757121233,116272,0.93805700167652,101997,0.495947460399377,139617,0.44170108734213,139617
